year,moth,day,phenomenon,weather_condition,min_temp,med_temp,max_temp,city
2020,9,6,Nessuno ,poco nuvoloso ,17 °C ,25 °C ,29 °C ,Piacenza
2020,9,7,Nessuno ,poco nuvoloso ,18 °C ,22 °C ,24 °C ,Piacenza
2020,9,8,Nessuno ,poco nuvoloso ,19 °C ,24 °C ,27 °C ,Piacenza
2020,9,9,Nessuno ,sereno ,16 °C ,25 °C ,29 °C ,Piacenza
2020,9,10,Nessuno ,sereno ,18 °C ,25 °C ,28 °C ,Piacenza
2020,9,11,Nessuno ,sereno ,20 °C ,25 °C ,27 °C ,Piacenza
2020,9,12,Nessuno ,sereno ,18 °C ,26 °C ,29 °C ,Piacenza
2020,9,13,Nessuno ,sole e caldo ,18 °C ,27 °C ,30 °C ,Piacenza
2020,9,14,Nessuno ,poco nuvoloso ,19 °C ,27 °C ,30 °C ,Piacenza
2020,9,15,Nessuno ,poco nuvoloso ,18 °C ,26 °C ,29 °C ,Piacenza
2020,9,16,Nessuno ,poco nuvoloso ,18 °C ,26 °C ,30 °C ,Piacenza
2020,9,17,Nessuno ,sole e caldo ,17 °C ,26 °C ,30 °C ,Piacenza
2020,9,18,Nessuno ,sereno ,17 °C ,25 °C ,29 °C ,Piacenza
2020,9,19,Nessuno ,sereno ,16 °C ,23 °C ,26 °C ,Piacenza
2020,9,20,Pioggia - Temporale  ,temporale e schiarite ,16 °C ,21 °C ,24 °C ,Piacenza
2020,9,21,Pioggia - Temporale  ,temporale e schiarite ,16 °C ,21 °C ,23 °C ,Piacenza
2020,9,22,Pioggia - Temporale  ,temporale e schiarite ,17 °C ,20 °C ,22 °C ,Piacenza
2020,9,23,Nessuno ,poco nuvoloso ,17 °C ,21 °C ,24 °C ,Piacenza
2020,9,24,Pioggia - Temporale  ,temporale e schiarite ,16 °C ,23 °C ,26 °C ,Piacenza
2020,9,25,Pioggia - Nebbia  ,nebbia al mattino ,14 °C ,17 °C ,24 °C ,Piacenza
2020,9,26,Nessuno ,sereno ,14 °C ,18 °C ,20 °C ,Piacenza
2020,9,27,Nessuno ,poco nuvoloso ,6 °C ,15 °C ,18 °C ,Piacenza
2020,9,28,Nessuno ,poco nuvoloso ,8 °C ,16 °C ,20 °C ,Piacenza
2020,9,29,Nessuno ,poco nuvoloso ,12 °C ,19 °C ,22 °C ,Piacenza
2020,9,30,Nessuno ,poco nuvoloso ,12 °C ,20 °C ,23 °C ,Piacenza
2020,10,1,Nessuno ,poco nuvoloso ,14 °C ,19 °C ,21 °C ,Piacenza
2020,10,2,Pioggia  ,pioggia debole ,15 °C ,16 °C ,18 °C ,Piacenza
2020,10,3,Nessuno ,poco nuvoloso ,15 °C ,18 °C ,21 °C ,Piacenza
2020,10,4,Pioggia  ,poco nuvoloso ,15 °C ,18 °C ,21 °C ,Piacenza
2020,10,5,Pioggia  ,poco nuvoloso ,12 °C ,17 °C ,21 °C ,Piacenza
2020,10,6,Nessuno ,poco nuvoloso ,10 °C ,16 °C ,18 °C ,Piacenza
2020,10,7,Nessuno ,poco nuvoloso ,12 °C ,19 °C ,23 °C ,Piacenza
2020,10,8,Nessuno ,sereno ,10 °C ,17 °C ,22 °C ,Piacenza
2020,10,9,Nessuno ,poco nuvoloso ,10 °C ,17 °C ,20 °C ,Piacenza
2020,10,10,Nessuno ,poco nuvoloso ,11 °C ,18 °C ,21 °C ,Piacenza
2020,10,11,Pioggia  ,pioggia debole ,10 °C ,11 °C ,12 °C ,Piacenza
2020,10,12,Nessuno ,sereno ,9 °C ,12 °C ,17 °C ,Piacenza
2020,10,13,Nessuno ,sereno ,6 °C ,13 °C ,17 °C ,Piacenza
2020,10,14,Nessuno ,poco nuvoloso ,9 °C ,13 °C ,16 °C ,Piacenza
2020,10,15,Pioggia  ,pioggia e schiarite ,10 °C ,11 °C ,12 °C ,Piacenza
2020,10,16,Pioggia  ,poco nuvoloso ,6 °C ,13 °C ,16 °C ,Piacenza
2020,10,17,Nessuno ,poco nuvoloso ,6 °C ,14 °C ,17 °C ,Piacenza
2020,10,18,Nessuno ,poco nuvoloso ,8 °C ,14 °C ,16 °C ,Piacenza
2020,10,19,Nessuno ,poco nuvoloso ,9 °C ,14 °C ,16 °C ,Piacenza
2020,10,20,Nessuno ,coperto ,7 °C ,13 °C ,15 °C ,Piacenza
2020,10,21,Nessuno ,poco nuvoloso ,9 °C ,15 °C ,18 °C ,Piacenza
2020,10,22,Nessuno ,coperto ,11 °C ,14 °C ,15 °C ,Piacenza
2020,10,23,Pioggia - Nebbia  ,nebbia al mattino ,13 °C ,13 °C ,13 °C ,Piacenza
2020,10,24,Nebbia  ,nebbia al mattino ,12 °C ,15 °C ,20 °C ,Piacenza
2020,10,25,Nessuno ,nubi sparse ,9 °C ,15 °C ,18 °C ,Piacenza
2020,10,26,Pioggia  ,pioggia e schiarite ,13 °C ,16 °C ,19 °C ,Piacenza
2020,10,27,Nessuno ,poco nuvoloso ,10 °C ,13 °C ,16 °C ,Piacenza
2020,10,28,Nessuno ,sereno ,7 °C ,14 °C ,17 °C ,Piacenza
2020,10,29,Nessuno ,sereno ,9 °C ,14 °C ,17 °C ,Piacenza
2020,10,30,Nessuno ,sereno ,9 °C ,14 °C ,17 °C ,Piacenza
2020,10,31,Nebbia  ,poco nuvoloso ,8 °C ,13 °C ,15 °C ,Piacenza
2020,11,1,Nessuno ,poco nuvoloso ,8 °C ,13 °C ,16 °C ,Piacenza
2020,11,2,Nessuno ,poco nuvoloso ,8 °C ,13 °C ,15 °C ,Piacenza
2020,11,3,Nebbia  ,nebbia al mattino ,13 °C ,14 °C ,15 °C ,Piacenza
2020,11,4,Nebbia  ,nebbia al mattino ,14 °C ,15 °C ,16 °C ,Piacenza
2020,11,5,Nessuno ,nubi sparse ,12 °C ,14 °C ,16 °C ,Piacenza
2020,11,6,Nessuno ,poco nuvoloso ,10 °C ,14 °C ,18 °C ,Piacenza
2020,11,7,Nessuno ,sereno ,7 °C ,13 °C ,15 °C ,Piacenza
2020,11,8,Nessuno ,sereno ,9 °C ,14 °C ,18 °C ,Piacenza
2020,11,9,Nessuno ,sereno ,8 °C ,14 °C ,18 °C ,Piacenza
2020,11,10,Nebbia  ,nebbia al mattino ,8 °C ,12 °C ,14 °C ,Piacenza
2020,11,11,Nebbia  ,nebbia ,6 °C ,10 °C ,11 °C ,Piacenza
2020,11,12,Nessuno ,coperto ,11 °C ,12 °C ,13 °C ,Piacenza
2020,11,13,Nebbia  ,nebbia ,11 °C ,12 °C ,13 °C ,Piacenza
2020,11,14,Nebbia  ,nebbia al mattino ,11 °C ,12 °C ,12 °C ,Piacenza
2020,11,15,Nebbia  ,coperto ,11 °C ,12 °C ,12 °C ,Piacenza
2020,11,16,Pioggia  ,nubi sparse ,10 °C ,12 °C ,14 °C ,Piacenza
2020,11,17,Nessuno ,poco nuvoloso ,6 °C ,10 °C ,13 °C ,Piacenza
2020,11,18,Nebbia  ,nebbia al mattino ,3 °C ,7 °C ,10 °C ,Piacenza
2020,11,19,Nebbia  ,nebbia al mattino ,2 °C ,7 °C ,11 °C ,Piacenza
2020,11,20,Pioggia  ,pioggia e schiarite ,6 °C ,9 °C ,11 °C ,Piacenza
2020,11,21,Nessuno ,sereno ,0 °C ,5 °C ,9 °C ,Piacenza
2020,11,22,Nessuno ,sereno ,0 °C ,5 °C ,9 °C ,Piacenza
2020,11,23,Nessuno ,sereno ,0 °C ,4 °C ,8 °C ,Piacenza
2020,11,24,Nessuno ,sereno ,1 °C ,6 °C ,10 °C ,Piacenza
2020,11,25,Nessuno ,sereno ,0 °C ,5 °C ,9 °C ,Piacenza
2020,11,26,Nessuno ,sereno ,0 °C ,5 °C ,9 °C ,Piacenza
2020,11,27,Nessuno ,nubi sparse ,2 °C ,5 °C ,7 °C ,Piacenza
2020,11,28,Nessuno ,poco nuvoloso ,4 °C ,6 °C ,7 °C ,Piacenza
2020,11,29,Nessuno ,nubi sparse ,7 °C ,8 °C ,9 °C ,Piacenza
2020,11,30,Nebbia  ,nebbia al mattino ,4 °C ,6 °C ,8 °C ,Piacenza
2020,12,1,Pioggia  ,pioggia debole ,4 °C ,5 °C ,5 °C ,Piacenza
2020,12,2,Pioggia - Neve  ,pioggia mista a neve e schiarite ,1 °C ,2 °C ,2 °C ,Piacenza
2020,12,3,Nebbia  ,nebbia al mattino ,2 °C ,2 °C ,3 °C ,Piacenza
2020,12,4,Pioggia - Nebbia  ,pioggia debole ,2 °C ,3 °C ,4 °C ,Piacenza
2020,12,5,Pioggia  ,pioggia e schiarite ,2 °C ,2 °C ,3 °C ,Piacenza
2020,12,6,Pioggia - Nebbia  ,pioggia debole ,2 °C ,4 °C ,5 °C ,Piacenza
2020,12,7,Pioggia - Nebbia  ,pioggia e schiarite ,3 °C ,4 °C ,5 °C ,Piacenza
2020,12,8,Pioggia  ,pioggia debole ,4 °C ,4 °C ,5 °C ,Piacenza
2020,12,9,Pioggia  ,pioggia debole ,4 °C ,5 °C ,5 °C ,Piacenza
2020,12,10,Nessuno ,nubi sparse ,5 °C ,6 °C ,7 °C ,Piacenza
2020,12,11,Nessuno ,nubi sparse ,1 °C ,4 °C ,5 °C ,Piacenza
2020,12,12,Pioggia  ,pioggia e schiarite ,4 °C ,5 °C ,6 °C ,Piacenza
2020,12,13,Nessuno ,sereno ,1 °C ,4 °C ,6 °C ,Piacenza
2020,12,14,Nessuno ,sereno ,0 °C ,4 °C ,7 °C ,Piacenza
2020,12,15,Nessuno ,nubi sparse ,4 °C ,6 °C ,8 °C ,Piacenza
2020,12,16,Nessuno ,nubi sparse ,6 °C ,7 °C ,8 °C ,Piacenza
2020,12,17,Nessuno ,coperto ,6 °C ,7 °C ,8 °C ,Piacenza
2020,12,18,Pioggia  ,pioggia e schiarite ,6 °C ,7 °C ,7 °C ,Piacenza
2020,12,19,Pioggia  ,pioggia debole ,5 °C ,6 °C ,8 °C ,Piacenza
2020,12,20,Pioggia - Nebbia  ,pioggia debole ,6 °C ,7 °C ,7 °C ,Piacenza
2020,12,21,Nessuno ,nubi sparse ,5 °C ,7 °C ,9 °C ,Piacenza
2020,12,22,Nebbia  ,nebbia al mattino ,7 °C ,8 °C ,10 °C ,Piacenza
2020,12,23,Nessuno ,nubi sparse ,6 °C ,8 °C ,9 °C ,Piacenza
2020,12,24,Pioggia - Nebbia  ,pioggia e schiarite ,8 °C ,8 °C ,8 °C ,Piacenza
2020,12,25,Pioggia - Neve  ,pioggia mista a neve e schiarite ,2 °C ,5 °C ,6 °C ,Piacenza
2020,12,26,Nessuno ,sereno ,1 °C ,3 °C ,6 °C ,Piacenza
2020,12,27,Nessuno ,sereno ,-3 °C ,0 °C ,2 °C ,Piacenza
2020,12,28,Neve  ,neve e schiarite ,-1 °C ,0 °C ,1 °C ,Piacenza
2020,12,29,Nebbia  ,nebbia al mattino ,-6 °C ,-2 °C ,1 °C ,Piacenza
2020,12,30,Nessuno ,nubi sparse ,-1 °C ,2 °C ,3 °C ,Piacenza
2020,12,31,Nessuno ,poco nuvoloso ,-7 °C ,-2 °C ,2 °C ,Piacenza
2021,1,1,Pioggia - Neve  ,pioggia mista a neve ,1 °C ,1 °C ,1 °C ,Piacenza
2021,1,2,Pioggia  ,pioggia debole ,1 °C ,1 °C ,2 °C ,Piacenza
2021,1,3,Pioggia - Nebbia  ,nebbia al mattino ,2 °C ,2 °C ,3 °C ,Piacenza
2021,1,4,Nebbia  ,nebbia ,2 °C ,3 °C ,4 °C ,Piacenza
2021,1,5,Pioggia - Neve - Nebbia  ,pioggia mista a neve ,2 °C ,2 °C ,3 °C ,Piacenza
2021,1,6,Pioggia  ,pioggia e schiarite ,2 °C ,3 °C ,4 °C ,Piacenza
2021,1,7,Nessuno ,coperto ,1 °C ,3 °C ,4 °C ,Piacenza
2021,1,8,Nessuno ,nubi sparse ,1 °C ,2 °C ,4 °C ,Piacenza
2021,1,9,Nessuno ,poco nuvoloso ,-1 °C ,1 °C ,2 °C ,Piacenza
2021,1,10,Nessuno ,sereno ,0 °C ,2 °C ,3 °C ,Piacenza
2021,1,11,Nessuno ,sereno ,-4 °C ,0 °C ,4 °C ,Piacenza
2021,1,12,Nessuno ,sereno ,-3 °C ,1 °C ,4 °C ,Piacenza
2021,1,13,Nessuno ,sereno ,-2 °C ,4 °C ,10 °C ,Piacenza
2021,1,15,Nessuno ,nubi sparse ,2 °C ,3 °C ,5 °C ,Piacenza
2021,1,16,Nessuno ,sereno ,-2 °C ,1 °C ,4 °C ,Piacenza
2021,1,17,Nessuno ,coperto ,1 °C ,2 °C ,3 °C ,Piacenza
2021,1,18,Nebbia  ,nebbia al mattino ,-2 °C ,1 °C ,2 °C ,Piacenza
2021,1,19,Nebbia  ,nebbia al mattino ,-5 °C ,-1 °C ,2 °C ,Piacenza
2021,1,20,Pioggia  ,pioggia debole ,1 °C ,2 °C ,2 °C ,Piacenza
2021,1,21,Pioggia - Nebbia  ,nebbia al mattino ,2 °C ,3 °C ,3 °C ,Piacenza
2021,1,22,Pioggia - Nebbia  ,pioggia e schiarite ,2 °C ,3 °C ,3 °C ,Piacenza
2021,1,23,Pioggia  ,pioggia e schiarite ,4 °C ,6 °C ,11 °C ,Piacenza
2021,1,24,Nebbia  ,nebbia al mattino ,2 °C ,3 °C ,6 °C ,Piacenza
2021,1,25,Nessuno ,sereno ,-1 °C ,4 °C ,7 °C ,Piacenza
2021,1,26,Nessuno ,sereno ,2 °C ,6 °C ,9 °C ,Piacenza
2021,1,27,Nessuno ,sereno ,-2 °C ,2 °C ,6 °C ,Piacenza
2021,1,28,Nessuno ,sereno ,0 °C ,4 °C ,8 °C ,Piacenza
2021,1,29,Nessuno ,poco nuvoloso ,0 °C ,4 °C ,8 °C ,Piacenza
2021,1,30,Pioggia  ,sereno ,3 °C ,7 °C ,9 °C ,Piacenza
2021,1,31,Pioggia  ,pioggia e schiarite ,4 °C ,6 °C ,9 °C ,Piacenza
2021,2,1,Nebbia  ,nebbia al mattino ,2 °C ,4 °C ,7 °C ,Piacenza
2021,2,2,Nebbia  ,nebbia al mattino ,3 °C ,5 °C ,6 °C ,Piacenza
2021,2,3,Nebbia  ,nebbia ,4 °C ,5 °C ,5 °C ,Piacenza
2021,2,4,Nessuno ,nubi sparse ,5 °C ,8 °C ,9 °C ,Piacenza
2021,2,5,Nebbia  ,nebbia ,7 °C ,8 °C ,9 °C ,Piacenza
2021,2,6,Nebbia  ,nebbia al mattino ,7 °C ,8 °C ,9 °C ,Piacenza
2021,2,7,Pioggia  ,pioggia debole ,7 °C ,8 °C ,9 °C ,Piacenza
2021,2,8,Nessuno ,poco nuvoloso ,4 °C ,8 °C ,10 °C ,Piacenza
2021,2,9,Pioggia  ,coperto ,6 °C ,8 °C ,9 °C ,Piacenza
2021,2,10,Pioggia  ,pioggia e schiarite ,7 °C ,7 °C ,8 °C ,Piacenza
2021,2,11,Nessuno ,poco nuvoloso ,2 °C ,7 °C ,11 °C ,Piacenza
2021,2,12,Nessuno ,nubi sparse ,2 °C ,3 °C ,4 °C ,Piacenza
2021,2,13,Nessuno ,poco nuvoloso ,-1 °C ,0 °C ,2 °C ,Piacenza
2021,2,14,Nessuno ,sereno ,-4 °C ,1 °C ,6 °C ,Piacenza
2021,2,15,Nessuno ,sereno ,-3 °C ,3 °C ,6 °C ,Piacenza
2021,2,16,Nessuno ,sereno ,-1 °C ,6 °C ,9 °C ,Piacenza
2021,2,17,Nessuno ,poco nuvoloso ,0 °C ,8 °C ,11 °C ,Piacenza
2021,2,18,Nessuno ,nubi sparse ,3 °C ,6 °C ,8 °C ,Piacenza
2021,2,19,Nessuno ,nubi sparse ,6 °C ,8 °C ,9 °C ,Piacenza
2021,2,20,Nebbia  ,nubi sparse ,5 °C ,9 °C ,12 °C ,Piacenza
2021,2,21,Nebbia  ,nebbia al mattino ,5 °C ,7 °C ,12 °C ,Piacenza
2021,2,22,Nessuno ,poco nuvoloso ,5 °C ,9 °C ,10 °C ,Piacenza
2021,2,23,Nessuno ,sereno ,4 °C ,11 °C ,15 °C ,Piacenza
2021,2,24,Nessuno ,sereno ,3 °C ,13 °C ,18 °C ,Piacenza
2021,2,25,Nessuno ,sereno ,5 °C ,14 °C ,19 °C ,Piacenza
2021,2,26,Nessuno ,sereno ,6 °C ,14 °C ,18 °C ,Piacenza
2021,2,27,Nessuno ,sereno ,5 °C ,13 °C ,17 °C ,Piacenza
2021,2,28,Nessuno ,sereno ,6 °C ,10 °C ,13 °C ,Piacenza
2021,3,1,Nessuno ,sereno ,-1 °C ,10 °C ,14 °C ,Piacenza
2021,3,2,Nessuno ,sereno ,1 °C ,10 °C ,15 °C ,Piacenza
2021,3,3,Nessuno ,sereno ,2 °C ,10 °C ,13 °C ,Piacenza
2021,3,4,Nessuno ,sereno ,3 °C ,11 °C ,13 °C ,Piacenza
2021,3,5,Nessuno ,poco nuvoloso ,5 °C ,13 °C ,15 °C ,Piacenza
2021,3,6,Pioggia  ,pioggia e schiarite ,6 °C ,7 °C ,8 °C ,Piacenza
2021,3,7,Nessuno ,sereno ,0 °C ,8 °C ,11 °C ,Piacenza
2021,3,8,Nessuno ,poco nuvoloso ,0 °C ,8 °C ,12 °C ,Piacenza
2021,3,9,Nessuno ,poco nuvoloso ,5 °C ,9 °C ,11 °C ,Piacenza
2021,3,10,Nessuno ,poco nuvoloso ,-1 °C ,10 °C ,13 °C ,Piacenza
2021,3,11,Nessuno ,nubi sparse ,3 °C ,8 °C ,9 °C ,Piacenza
2021,3,12,Nessuno ,poco nuvoloso ,6 °C ,11 °C ,14 °C ,Piacenza
2021,3,13,Nessuno ,sereno ,3 °C ,11 °C ,15 °C ,Piacenza
2021,3,14,Nessuno ,poco nuvoloso ,3 °C ,12 °C ,15 °C ,Piacenza
2021,3,15,Nessuno ,sereno ,6 °C ,14 °C ,16 °C ,Piacenza
2021,3,16,Nessuno ,sereno ,8 °C ,13 °C ,16 °C ,Piacenza
2021,3,17,Nessuno ,sereno ,1 °C ,12 °C ,15 °C ,Piacenza
2021,3,18,Nessuno ,poco nuvoloso ,0 °C ,7 °C ,11 °C ,Piacenza
2021,3,19,Nessuno ,poco nuvoloso ,-1 °C ,8 °C ,11 °C ,Piacenza
2021,3,20,Nessuno ,poco nuvoloso ,-3 °C ,8 °C ,10 °C ,Piacenza
2021,3,21,Nessuno ,sereno ,-4 °C ,6 °C ,9 °C ,Piacenza
2021,3,22,Nessuno ,sereno ,2 °C ,11 °C ,15 °C ,Piacenza
2021,3,23,Nessuno ,sereno ,0 °C ,9 °C ,14 °C ,Piacenza
2021,3,24,Nessuno ,sereno ,3 °C ,12 °C ,16 °C ,Piacenza
2021,3,25,Nessuno ,sereno ,3 °C ,13 °C ,17 °C ,Piacenza
2021,3,26,Nessuno ,sereno ,4 °C ,13 °C ,17 °C ,Piacenza
2021,3,27,Nessuno ,nubi sparse ,9 °C ,13 °C ,16 °C ,Piacenza
2021,3,28,Nessuno ,poco nuvoloso ,8 °C ,14 °C ,18 °C ,Piacenza
2021,3,29,Nessuno ,sereno ,7 °C ,17 °C ,21 °C ,Piacenza
2021,3,30,Nessuno ,sereno ,7 °C ,18 °C ,22 °C ,Piacenza
2021,3,31,Nessuno ,sereno ,8 °C ,18 °C ,23 °C ,Piacenza
2021,4,1,Nessuno ,sereno ,11 °C ,20 °C ,25 °C ,Piacenza
2021,4,2,Nessuno ,sereno ,9 °C ,20 °C ,25 °C ,Piacenza
2021,4,3,Nessuno ,poco nuvoloso ,8 °C ,15 °C ,17 °C ,Piacenza
2021,4,4,Nessuno ,poco nuvoloso ,3 °C ,12 °C ,15 °C ,Piacenza
2021,4,5,Nessuno ,sereno ,2 °C ,11 °C ,15 °C ,Piacenza
2021,4,6,Pioggia  ,pioggia e schiarite ,4 °C ,9 °C ,14 °C ,Piacenza
2021,4,7,Nessuno ,poco nuvoloso ,0 °C ,9 °C ,11 °C ,Piacenza
2021,4,8,Nessuno ,sereno ,-1 °C ,11 °C ,15 °C ,Piacenza
2021,4,9,Nessuno ,nubi sparse ,5 °C ,11 °C ,13 °C ,Piacenza
2021,4,10,Pioggia  ,nubi sparse ,6 °C ,11 °C ,12 °C ,Piacenza
2021,4,11,Pioggia  ,pioggia debole ,8 °C ,9 °C ,9 °C ,Piacenza
2021,4,12,Pioggia  ,pioggia debole ,9 °C ,10 °C ,11 °C ,Piacenza
2021,4,13,Pioggia  ,pioggia e schiarite ,7 °C ,9 °C ,12 °C ,Piacenza
2021,4,14,Nessuno ,poco nuvoloso ,2 °C ,10 °C ,12 °C ,Piacenza
2021,4,15,Pioggia  ,pioggia e schiarite ,5 °C ,9 °C ,12 °C ,Piacenza
2021,4,16,Nessuno ,poco nuvoloso ,4 °C ,10 °C ,12 °C ,Piacenza
2021,4,17,Nessuno ,poco nuvoloso ,3 °C ,11 °C ,14 °C ,Piacenza
2021,4,18,Nessuno ,poco nuvoloso ,7 °C ,12 °C ,14 °C ,Piacenza
2021,4,19,Nessuno ,poco nuvoloso ,4 °C ,13 °C ,16 °C ,Piacenza
2021,4,20,Nessuno ,poco nuvoloso ,6 °C ,15 °C ,18 °C ,Piacenza
2021,4,21,Nessuno ,poco nuvoloso ,6 °C ,15 °C ,17 °C ,Piacenza
2021,4,22,Nessuno ,poco nuvoloso ,9 °C ,15 °C ,18 °C ,Piacenza
2021,4,23,Nessuno ,poco nuvoloso ,7 °C ,16 °C ,19 °C ,Piacenza
2021,4,24,Nessuno ,sereno ,7 °C ,17 °C ,20 °C ,Piacenza
2021,4,25,Nessuno ,poco nuvoloso ,7 °C ,18 °C ,22 °C ,Piacenza
2021,4,26,Pioggia  ,pioggia e schiarite ,12 °C ,13 °C ,14 °C ,Piacenza
2021,4,27,Pioggia  ,pioggia e schiarite ,10 °C ,12 °C ,13 °C ,Piacenza
2021,4,28,Pioggia  ,pioggia e schiarite ,11 °C ,14 °C ,17 °C ,Piacenza
2021,4,29,Pioggia  ,nubi sparse ,12 °C ,14 °C ,16 °C ,Piacenza
2021,4,30,Pioggia  ,poco nuvoloso ,13 °C ,17 °C ,19 °C ,Piacenza
2021,5,1,Pioggia  ,pioggia e schiarite ,11 °C ,15 °C ,17 °C ,Piacenza
2021,5,2,Nessuno ,poco nuvoloso ,14 °C ,16 °C ,19 °C ,Piacenza
2021,5,3,Nessuno ,poco nuvoloso ,10 °C ,15 °C ,18 °C ,Piacenza
2021,5,4,Nessuno ,poco nuvoloso ,11 °C ,17 °C ,20 °C ,Piacenza
2021,5,5,Nessuno ,poco nuvoloso ,9 °C ,16 °C ,21 °C ,Piacenza
2021,5,6,Nessuno ,poco nuvoloso ,12 °C ,19 °C ,22 °C ,Piacenza
2021,5,7,Nessuno ,poco nuvoloso ,13 °C ,20 °C ,24 °C ,Piacenza
2021,5,8,Nessuno ,poco nuvoloso ,13 °C ,17 °C ,19 °C ,Piacenza
2021,5,9,Nessuno ,poco nuvoloso ,12 °C ,18 °C ,21 °C ,Piacenza
2021,5,10,Nessuno ,poco nuvoloso ,14 °C ,20 °C ,24 °C ,Piacenza
2021,5,11,Pioggia  ,pioggia e schiarite ,14 °C ,15 °C ,15 °C ,Piacenza
2021,5,12,Nessuno ,poco nuvoloso ,11 °C ,17 °C ,21 °C ,Piacenza
2021,5,13,Pioggia - Temporale  ,temporale e schiarite ,14 °C ,18 °C ,22 °C ,Piacenza
2021,5,14,Pioggia - Temporale  ,temporale e schiarite ,12 °C ,15 °C ,18 °C ,Piacenza
2021,5,15,Nessuno ,poco nuvoloso ,11 °C ,17 °C ,19 °C ,Piacenza
2021,5,16,Nessuno ,coperto ,14 °C ,17 °C ,18 °C ,Piacenza
2021,5,17,Nessuno ,poco nuvoloso ,14 °C ,20 °C ,23 °C ,Piacenza
2021,5,18,Nessuno ,poco nuvoloso ,13 °C ,19 °C ,22 °C ,Piacenza
2021,5,19,Nessuno ,poco nuvoloso ,19 °C ,21 °C ,22 °C ,Piacenza
2021,5,20,Nessuno ,sereno ,13 °C ,20 °C ,23 °C ,Piacenza
2021,5,21,Nessuno ,sereno ,13 °C ,20 °C ,23 °C ,Piacenza
2021,5,22,Nessuno ,poco nuvoloso ,15 °C ,19 °C ,21 °C ,Piacenza
2021,5,23,Nessuno ,poco nuvoloso ,14 °C ,21 °C ,24 °C ,Piacenza
2021,5,24,Pioggia  ,pioggia debole ,12 °C ,14 °C ,15 °C ,Piacenza
2021,5,25,Nessuno ,poco nuvoloso ,13 °C ,20 °C ,23 °C ,Piacenza
2021,5,26,Nessuno ,poco nuvoloso ,10 °C ,18 °C ,22 °C ,Piacenza
2021,5,27,Nessuno ,sereno ,14 °C ,21 °C ,24 °C ,Piacenza
2021,5,28,Nessuno ,poco nuvoloso ,13 °C ,21 °C ,25 °C ,Piacenza
2021,5,29,Nessuno ,poco nuvoloso ,15 °C ,21 °C ,24 °C ,Piacenza
2021,5,30,Nessuno ,poco nuvoloso ,15 °C ,20 °C ,23 °C ,Piacenza
2021,5,31,Nessuno ,poco nuvoloso ,12 °C ,19 °C ,22 °C ,Piacenza
2021,6,1,Nessuno ,poco nuvoloso ,16 °C ,22 °C ,24 °C ,Piacenza
2021,6,2,Nessuno ,poco nuvoloso ,16 °C ,22 °C ,24 °C ,Piacenza
2021,6,3,Nessuno ,poco nuvoloso ,17 °C ,24 °C ,27 °C ,Piacenza
2021,6,4,Nessuno ,poco nuvoloso ,21 °C ,27 °C ,29 °C ,Piacenza
2021,6,5,Nessuno ,poco nuvoloso ,21 °C ,25 °C ,28 °C ,Piacenza
2021,6,6,Nessuno ,poco nuvoloso ,19 °C ,23 °C ,25 °C ,Piacenza
2021,6,7,Pioggia - Temporale  ,temporale e schiarite ,13 °C ,22 °C ,25 °C ,Piacenza
2021,6,8,Pioggia - Temporale  ,temporale e schiarite ,19 °C ,23 °C ,26 °C ,Piacenza
2021,6,9,Nessuno ,poco nuvoloso ,18 °C ,25 °C ,28 °C ,Piacenza
2021,6,10,Nessuno ,poco nuvoloso ,18 °C ,25 °C ,28 °C ,Piacenza
2021,6,11,Nessuno ,poco nuvoloso ,18 °C ,25 °C ,28 °C ,Piacenza
2021,6,12,Nessuno ,poco nuvoloso ,19 °C ,27 °C ,30 °C ,Piacenza
2021,6,13,Nessuno ,sole e caldo ,25 °C ,30 °C ,33 °C ,Piacenza
2021,6,14,Nessuno ,poco nuvoloso ,21 °C ,26 °C ,29 °C ,Piacenza
2021,6,15,Nessuno ,poco nuvoloso ,20 °C ,26 °C ,30 °C ,Piacenza
2021,6,16,Nessuno ,poco nuvoloso ,23 °C ,27 °C ,30 °C ,Piacenza
2021,6,17,Nessuno ,poco nuvoloso ,23 °C ,28 °C ,31 °C ,Piacenza
2021,6,18,Nessuno ,sole e caldo ,22 °C ,29 °C ,32 °C ,Piacenza
2021,6,19,Nessuno ,poco nuvoloso ,21 °C ,28 °C ,31 °C ,Piacenza
2021,6,20,Nessuno ,nubi sparse ,22 °C ,28 °C ,31 °C ,Piacenza
2021,6,21,Nessuno ,poco nuvoloso ,22 °C ,29 °C ,32 °C ,Piacenza
2021,6,22,Nessuno ,poco nuvoloso ,22 °C ,28 °C ,31 °C ,Piacenza
2021,6,23,Pioggia - Temporale  ,temporale e schiarite ,20 °C ,26 °C ,30 °C ,Piacenza
2021,6,24,Nessuno ,poco nuvoloso ,20 °C ,26 °C ,30 °C ,Piacenza
2021,6,25,Pioggia - Temporale  ,poco nuvoloso ,20 °C ,26 °C ,28 °C ,Piacenza
2021,6,26,Nessuno ,poco nuvoloso ,20 °C ,27 °C ,30 °C ,Piacenza
2021,6,27,Nessuno ,sole e caldo ,20 °C ,28 °C ,31 °C ,Piacenza
2021,6,28,Nessuno ,poco nuvoloso ,22 °C ,29 °C ,32 °C ,Piacenza
