year,moth,day,phenomenon,weather_condition,min_temp,med_temp,max_temp,city
2021,11,21,Pioggia - Nebbia  ,pioggia e schiarite ,7 °C ,11 °C ,15 °C ,Pisa
2021,11,22,Pioggia  ,pioggia e schiarite ,11 °C ,13 °C ,16 °C ,Pisa
2021,11,23,Nessuno ,poco nuvoloso ,8 °C ,12 °C ,15 °C ,Pisa
2021,11,24,Nessuno ,sereno ,6 °C ,9 °C ,14 °C ,Pisa
2021,11,25,Pioggia  ,pioggia e schiarite ,8 °C ,10 °C ,11 °C ,Pisa
2021,11,26,Pioggia  ,pioggia e schiarite ,8 °C ,10 °C ,12 °C ,Pisa
2021,11,27,Pioggia  ,pioggia e schiarite ,8 °C ,11 °C ,13 °C ,Pisa
2021,11,28,Pioggia - Temporale  ,poco nuvoloso ,4 °C ,8 °C ,11 °C ,Pisa
2021,11,29,Pioggia - Temporale  ,poco nuvoloso ,1 °C ,6 °C ,10 °C ,Pisa
2021,11,30,Nessuno ,poco nuvoloso ,-2 °C ,5 °C ,11 °C ,Pisa
2021,12,1,Pioggia  ,pioggia e schiarite ,6 °C ,9 °C ,13 °C ,Pisa
2021,12,2,Pioggia  ,pioggia e schiarite ,5 °C ,10 °C ,12 °C ,Pisa
2021,12,3,Pioggia - Temporale  ,temporale e schiarite ,3 °C ,7 °C ,12 °C ,Pisa
2021,12,4,Pioggia  ,pioggia e schiarite ,1 °C ,5 °C ,13 °C ,Pisa
2021,12,5,Pioggia  ,poco nuvoloso ,3 °C ,9 °C ,12 °C ,Pisa
2021,12,6,Nessuno ,sereno ,1 °C ,5 °C ,11 °C ,Pisa
2021,12,7,Nessuno ,poco nuvoloso ,-2 °C ,3 °C ,12 °C ,Pisa
2021,12,8,Pioggia  ,pioggia e schiarite ,3 °C ,7 °C ,9 °C ,Pisa
2021,12,9,Pioggia  ,nubi sparse ,2 °C ,6 °C ,9 °C ,Pisa
2021,12,10,Pioggia  ,pioggia e schiarite ,0 °C ,4 °C ,6 °C ,Pisa
2021,12,11,Nessuno ,poco nuvoloso ,2 °C ,6 °C ,12 °C ,Pisa
2021,12,12,Nessuno ,sereno ,-1 °C ,4 °C ,11 °C ,Pisa
2021,12,13,Nessuno ,sereno ,-1 °C ,5 °C ,11 °C ,Pisa
2021,12,14,Nebbia  ,poco nuvoloso ,0 °C ,5 °C ,12 °C ,Pisa
2021,12,15,Nebbia  ,poco nuvoloso ,0 °C ,6 °C ,14 °C ,Pisa
2021,12,16,Nessuno ,sereno ,2 °C ,7 °C ,13 °C ,Pisa
2021,12,17,Nessuno ,sereno ,0 °C ,7 °C ,13 °C ,Pisa
2021,12,18,Nessuno ,sereno ,-1 °C ,6 °C ,12 °C ,Pisa
2021,12,19,Nessuno ,poco nuvoloso ,-2 °C ,4 °C ,12 °C ,Pisa
2021,12,20,Nessuno ,nubi sparse ,1 °C ,9 °C ,13 °C ,Pisa
2021,12,21,Pioggia  ,poco nuvoloso ,4 °C ,7 °C ,11 °C ,Pisa
2021,12,22,Pioggia  ,nubi sparse ,5 °C ,9 °C ,12 °C ,Pisa
2021,12,23,Pioggia  ,pioggia e schiarite ,4 °C ,6 °C ,9 °C ,Pisa
2021,12,24,Pioggia  ,pioggia e schiarite ,8 °C ,12 °C ,14 °C ,Pisa
2021,12,25,Pioggia  ,pioggia e schiarite ,11 °C ,12 °C ,13 °C ,Pisa
2021,12,26,Pioggia  ,pioggia e schiarite ,10 °C ,11 °C ,12 °C ,Pisa
2021,12,27,Pioggia - Temporale  ,pioggia e schiarite ,9 °C ,10 °C ,12 °C ,Pisa
2021,12,28,Pioggia  ,pioggia e schiarite ,9 °C ,10 °C ,12 °C ,Pisa
2021,12,29,Nebbia  ,nebbia al mattino ,8 °C ,10 °C ,13 °C ,Pisa
2021,12,30,Nebbia  ,poco nuvoloso ,7 °C ,10 °C ,15 °C ,Pisa
2021,12,31,Nebbia  ,nubi sparse ,3 °C ,9 °C ,13 °C ,Pisa
2022,1,1,Pioggia  ,nubi sparse ,10 °C ,11 °C ,12 °C ,Pisa
2022,1,2,Nessuno ,coperto ,9 °C ,10 °C ,10 °C ,Pisa
2022,1,3,Pioggia  ,pioggia e schiarite ,10 °C ,11 °C ,13 °C ,Pisa
2022,1,4,Pioggia  ,pioggia e schiarite ,10 °C ,12 °C ,12 °C ,Pisa
2022,1,5,Pioggia - Temporale  ,pioggia e schiarite ,9 °C ,12 °C ,15 °C ,Pisa
2022,1,6,Pioggia  ,pioggia e schiarite ,6 °C ,8 °C ,11 °C ,Pisa
2022,1,7,Nessuno ,poco nuvoloso ,4 °C ,7 °C ,11 °C ,Pisa
2022,1,8,Nessuno ,sereno ,0 °C ,4 °C ,9 °C ,Pisa
2022,1,9,Pioggia  ,pioggia e schiarite ,2 °C ,5 °C ,8 °C ,Pisa
2022,1,10,Nessuno ,poco nuvoloso ,-1 °C ,4 °C ,11 °C ,Pisa
2022,1,11,Nessuno ,sereno ,1 °C ,7 °C ,12 °C ,Pisa
2022,1,12,Nessuno ,sereno ,2 °C ,6 °C ,11 °C ,Pisa
2022,1,13,Nessuno ,sereno ,0 °C ,6 °C ,13 °C ,Pisa
2022,1,14,Nessuno ,sereno ,-2 °C ,4 °C ,12 °C ,Pisa
2022,1,15,Nebbia  ,nebbia al mattino ,0 °C ,5 °C ,13 °C ,Pisa
2022,1,16,Nebbia  ,nebbia al mattino ,3 °C ,7 °C ,13 °C ,Pisa
2022,1,17,Nebbia  ,nebbia al mattino ,2 °C ,6 °C ,12 °C ,Pisa
2022,1,18,Nebbia  ,nebbia al mattino ,3 °C ,7 °C ,13 °C ,Pisa
2022,1,19,Nessuno ,poco nuvoloso ,0 °C ,7 °C ,12 °C ,Pisa
2022,1,20,Pioggia  ,pioggia e schiarite ,5 °C ,8 °C ,11 °C ,Pisa
2022,1,21,Nebbia  ,nebbia al mattino ,1 °C ,5 °C ,10 °C ,Pisa
2022,1,22,Nessuno ,sereno ,-2 °C ,4 °C ,10 °C ,Pisa
2022,1,23,Nebbia  ,nebbia al mattino ,0 °C ,4 °C ,10 °C ,Pisa
2022,1,24,Nebbia  ,sereno ,-1 °C ,4 °C ,12 °C ,Pisa
2022,1,25,Nebbia  ,poco nuvoloso ,0 °C ,5 °C ,11 °C ,Pisa
2022,1,26,Nessuno ,nubi sparse ,2 °C ,6 °C ,9 °C ,Pisa
2022,1,27,Nessuno ,nubi sparse ,6 °C ,8 °C ,10 °C ,Pisa
2022,1,28,Nebbia  ,nebbia al mattino ,5 °C ,10 °C ,13 °C ,Pisa
2022,1,29,Nebbia  ,poco nuvoloso ,0 °C ,6 °C ,12 °C ,Pisa
2022,1,30,Nebbia  ,nebbia al mattino ,3 °C ,8 °C ,13 °C ,Pisa
2022,1,31,Nessuno ,poco nuvoloso ,6 °C ,8 °C ,11 °C ,Pisa
2022,2,1,Nessuno ,sereno ,0 °C ,7 °C ,14 °C ,Pisa
2022,2,2,Nebbia  ,nebbia al mattino ,0 °C ,8 °C ,14 °C ,Pisa
2022,2,3,Nebbia  ,nebbia al mattino ,4 °C ,9 °C ,14 °C ,Pisa
2022,2,4,Pioggia  ,nubi sparse ,8 °C ,10 °C ,12 °C ,Pisa
2022,2,5,Nebbia  ,nebbia al mattino ,5 °C ,10 °C ,15 °C ,Pisa
2022,2,6,Nebbia  ,nebbia al mattino ,2 °C ,7 °C ,13 °C ,Pisa
2022,2,7,Nessuno ,poco nuvoloso ,5 °C ,11 °C ,16 °C ,Pisa
2022,2,8,Nessuno ,sereno ,-1 °C ,5 °C ,13 °C ,Pisa
2022,2,9,Nessuno ,poco nuvoloso ,-1 °C ,6 °C ,13 °C ,Pisa
2022,2,10,Nebbia  ,nebbia al mattino ,2 °C ,7 °C ,14 °C ,Pisa
2022,2,11,Nebbia  ,nebbia al mattino ,0 °C ,6 °C ,13 °C ,Pisa
2022,2,12,Nebbia  ,sereno ,3 °C ,8 °C ,13 °C ,Pisa
2022,2,13,Nessuno ,poco nuvoloso ,2 °C ,6 °C ,13 °C ,Pisa
2022,2,14,Pioggia  ,pioggia e schiarite ,6 °C ,8 °C ,11 °C ,Pisa
2022,2,15,Pioggia - Temporale - Nebbia  ,pioggia e schiarite ,5 °C ,8 °C ,10 °C ,Pisa
2022,2,16,Nebbia  ,nebbia al mattino ,2 °C ,7 °C ,13 °C ,Pisa
2022,2,17,Nebbia  ,poco nuvoloso ,7 °C ,10 °C ,14 °C ,Pisa
2022,2,18,Nebbia  ,nubi sparse ,5 °C ,10 °C ,15 °C ,Pisa
2022,2,19,Nebbia  ,poco nuvoloso ,8 °C ,11 °C ,14 °C ,Pisa
2022,2,20,Nebbia  ,nebbia al mattino ,6 °C ,11 °C ,15 °C ,Pisa
2022,2,21,Pioggia - Temporale - Nebbia  ,poco nuvoloso ,7 °C ,10 °C ,14 °C ,Pisa
2022,2,22,Nessuno ,sereno ,3 °C ,11 °C ,16 °C ,Pisa
2022,2,23,Nebbia  ,nebbia al mattino ,0 °C ,8 °C ,15 °C ,Pisa
2022,2,24,Nebbia  ,nebbia al mattino ,2 °C ,8 °C ,14 °C ,Pisa
2022,2,25,Pioggia  ,nubi sparse ,7 °C ,10 °C ,14 °C ,Pisa
2022,2,26,Nessuno ,poco nuvoloso ,4 °C ,9 °C ,12 °C ,Pisa
2022,2,27,Nessuno ,poco nuvoloso ,3 °C ,8 °C ,11 °C ,Pisa
2022,2,28,Nessuno ,sereno ,0 °C ,6 °C ,12 °C ,Pisa
2022,3,1,Nessuno ,poco nuvoloso ,2 °C ,7 °C ,11 °C ,Pisa
2022,3,2,Nessuno ,sereno ,-2 °C ,5 °C ,12 °C ,Pisa
2022,3,3,Nessuno ,poco nuvoloso ,2 °C ,7 °C ,11 °C ,Pisa
2022,3,4,Pioggia  ,pioggia e schiarite ,6 °C ,9 °C ,14 °C ,Pisa
2022,3,5,Nessuno ,poco nuvoloso ,3 °C ,8 °C ,11 °C ,Pisa
2022,3,6,Nessuno ,poco nuvoloso ,0 °C ,6 °C ,10 °C ,Pisa
2022,3,7,Nessuno ,poco nuvoloso ,-2 °C ,5 °C ,11 °C ,Pisa
2022,3,8,Nessuno ,poco nuvoloso ,0 °C ,6 °C ,12 °C ,Pisa
2022,3,9,Nessuno ,sereno ,-3 °C ,5 °C ,12 °C ,Pisa
2022,3,10,Nebbia  ,nebbia al mattino ,-1 °C ,7 °C ,14 °C ,Pisa
2022,3,11,Nebbia  ,nebbia al mattino ,0 °C ,7 °C ,15 °C ,Pisa
2022,3,12,Nessuno ,poco nuvoloso ,5 °C ,9 °C ,14 °C ,Pisa
2022,3,13,Nessuno ,poco nuvoloso ,3 °C ,9 °C ,14 °C ,Pisa
2022,3,14,Pioggia  ,poco nuvoloso ,7 °C ,11 °C ,17 °C ,Pisa
2022,3,15,Nebbia  ,poco nuvoloso ,5 °C ,11 °C ,15 °C ,Pisa
2022,3,16,Nessuno ,nubi sparse ,10 °C ,12 °C ,14 °C ,Pisa
2022,3,17,Nessuno ,poco nuvoloso ,7 °C ,13 °C ,18 °C ,Pisa
2022,3,18,Nessuno ,sereno ,11 °C ,13 °C ,16 °C ,Pisa
2022,3,19,Nessuno ,sereno ,9 °C ,12 °C ,16 °C ,Pisa
2022,3,20,Nessuno ,poco nuvoloso ,6 °C ,11 °C ,16 °C ,Pisa
2020,1,2,Nessuno ,sereno ,2 °C ,7 °C ,13 °C ,Roma
2020,1,3,Nessuno ,sereno ,2 °C ,7 °C ,12 °C ,Roma
2020,1,4,Nessuno ,poco nuvoloso ,4 °C ,8 °C ,13 °C ,Roma
2020,1,5,Nessuno ,sereno ,4 °C ,8 °C ,14 °C ,Roma
2020,1,6,Nessuno ,sereno ,1 °C ,5 °C ,11 °C ,Roma
2020,1,7,Nessuno ,sereno ,0 °C ,4 °C ,9 °C ,Roma
2020,1,8,Nessuno ,poco nuvoloso ,2 °C ,6 °C ,13 °C ,Roma
2020,1,9,Nessuno ,sereno ,0 °C ,6 °C ,12 °C ,Roma
2020,1,10,Nessuno ,sereno ,1 °C ,7 °C ,14 °C ,Roma
2020,1,11,Nessuno ,sereno ,2 °C ,7 °C ,12 °C ,Roma
2020,1,12,Nessuno ,sereno ,2 °C ,7 °C ,13 °C ,Roma
2020,1,13,Nessuno ,poco nuvoloso ,1 °C ,6 °C ,13 °C ,Roma
2020,1,14,Nessuno ,poco nuvoloso ,4 °C ,8 °C ,13 °C ,Roma
2020,1,15,Nessuno ,sereno ,1 °C ,6 °C ,13 °C ,Roma
2020,1,16,Nessuno ,sereno ,2 °C ,6 °C ,12 °C ,Roma
2020,1,17,Nessuno ,sereno ,1 °C ,7 °C ,13 °C ,Roma
2020,1,18,Pioggia  ,pioggia e schiarite ,6 °C ,9 °C ,12 °C ,Roma
2020,1,19,Nessuno ,poco nuvoloso ,6 °C ,9 °C ,13 °C ,Roma
2020,1,20,Nessuno ,poco nuvoloso ,8 °C ,10 °C ,11 °C ,Roma
2020,1,21,Nessuno ,sereno ,5 °C ,10 °C ,15 °C ,Roma
2020,1,22,Nessuno ,sereno ,3 °C ,8 °C ,15 °C ,Roma
2020,1,23,Nebbia  ,nebbia al mattino ,2 °C ,8 °C ,14 °C ,Roma
2020,1,24,Nessuno ,poco nuvoloso ,5 °C ,10 °C ,13 °C ,Roma
2020,1,25,Pioggia  ,poco nuvoloso ,8 °C ,12 °C ,15 °C ,Roma
2020,1,26,Nessuno ,poco nuvoloso ,6 °C ,9 °C ,15 °C ,Roma
2020,1,27,Pioggia - Nebbia  ,poco nuvoloso ,4 °C ,9 °C ,14 °C ,Roma
2020,1,28,Pioggia  ,nubi sparse ,10 °C ,12 °C ,13 °C ,Roma
2020,1,29,Pioggia  ,poco nuvoloso ,6 °C ,11 °C ,15 °C ,Roma
2020,1,30,Nessuno ,poco nuvoloso ,4 °C ,9 °C ,15 °C ,Roma
2020,1,31,Nessuno ,poco nuvoloso ,10 °C ,12 °C ,14 °C ,Roma
2020,2,1,Nessuno ,poco nuvoloso ,10 °C ,12 °C ,14 °C ,Roma
2020,2,2,Nessuno ,nubi sparse ,11 °C ,13 °C ,16 °C ,Roma
2020,2,3,Nessuno ,poco nuvoloso ,9 °C ,13 °C ,18 °C ,Roma
2020,2,4,Pioggia  ,poco nuvoloso ,7 °C ,12 °C ,17 °C ,Roma
2020,2,5,Nessuno ,poco nuvoloso ,4 °C ,8 °C ,12 °C ,Roma
2020,2,6,Nessuno ,sereno ,3 °C ,7 °C ,12 °C ,Roma
2020,2,7,Nessuno ,sereno ,0 °C ,6 °C ,13 °C ,Roma
2020,2,8,Nessuno ,sereno ,1 °C ,7 °C ,15 °C ,Roma
2020,2,9,Pioggia  ,poco nuvoloso ,3 °C ,10 °C ,14 °C ,Roma
2020,2,10,Pioggia  ,pioggia e schiarite ,9 °C ,12 °C ,14 °C ,Roma
2020,2,11,Nessuno ,poco nuvoloso ,11 °C ,14 °C ,18 °C ,Roma
2020,2,12,Nessuno ,sereno ,8 °C ,12 °C ,16 °C ,Roma
2020,2,13,Nessuno ,poco nuvoloso ,5 °C ,10 °C ,15 °C ,Roma
2020,2,14,Pioggia  ,poco nuvoloso ,9 °C ,14 °C ,17 °C ,Roma
2020,2,15,Nessuno ,poco nuvoloso ,5 °C ,10 °C ,17 °C ,Roma
2020,2,16,Nessuno ,sereno ,4 °C ,10 °C ,17 °C ,Roma
2020,2,17,Nessuno ,poco nuvoloso ,4 °C ,10 °C ,17 °C ,Roma
2020,2,18,Nessuno ,poco nuvoloso ,5 °C ,11 °C ,15 °C ,Roma
2020,2,19,Pioggia - Nebbia  ,nebbia al mattino ,7 °C ,10 °C ,14 °C ,Roma
2020,2,20,Nessuno ,sereno ,4 °C ,10 °C ,16 °C ,Roma
2020,2,21,Nessuno ,poco nuvoloso ,2 °C ,9 °C ,16 °C ,Roma
2020,2,22,Nessuno ,sereno ,5 °C ,10 °C ,16 °C ,Roma
2020,2,23,Nebbia  ,sereno ,6 °C ,11 °C ,17 °C ,Roma
2020,2,24,Nessuno ,poco nuvoloso ,11 °C ,13 °C ,16 °C ,Roma
2020,2,25,Nessuno ,poco nuvoloso ,10 °C ,13 °C ,17 °C ,Roma
2020,2,26,Pioggia  ,poco nuvoloso ,6 °C ,12 °C ,16 °C ,Roma
2020,2,27,Pioggia  ,pioggia e schiarite ,2 °C ,8 °C ,13 °C ,Roma
2020,2,28,Pioggia  ,poco nuvoloso ,9 °C ,13 °C ,16 °C ,Roma
2020,2,29,Nessuno ,poco nuvoloso ,4 °C ,11 °C ,15 °C ,Roma
2020,3,1,Pioggia  ,pioggia e schiarite ,12 °C ,14 °C ,16 °C ,Roma
2020,3,2,Pioggia  ,pioggia e schiarite ,11 °C ,13 °C ,16 °C ,Roma
2020,3,3,Pioggia  ,poco nuvoloso ,8 °C ,11 °C ,12 °C ,Roma
2020,3,4,Pioggia  ,poco nuvoloso ,4 °C ,9 °C ,15 °C ,Roma
2020,3,5,Nessuno ,poco nuvoloso ,4 °C ,10 °C ,15 °C ,Roma
2020,3,6,Pioggia  ,pioggia e schiarite ,11 °C ,12 °C ,15 °C ,Roma
2020,3,7,Pioggia - Temporale  ,poco nuvoloso ,7 °C ,11 °C ,15 °C ,Roma
2020,3,8,Nessuno ,poco nuvoloso ,5 °C ,10 °C ,16 °C ,Roma
2020,3,9,Nessuno ,poco nuvoloso ,4 °C ,9 °C ,14 °C ,Roma
2020,3,10,Nessuno ,sereno ,4 °C ,11 °C ,16 °C ,Roma
2020,3,11,Nessuno ,sereno ,6 °C ,14 °C ,18 °C ,Roma
2020,3,12,Nessuno ,sereno ,9 °C ,14 °C ,17 °C ,Roma
2020,3,13,Nessuno ,nubi sparse ,10 °C ,13 °C ,16 °C ,Roma
2020,3,14,Nessuno ,nubi sparse ,12 °C ,13 °C ,14 °C ,Roma
2020,3,15,Nessuno ,poco nuvoloso ,9 °C ,14 °C ,18 °C ,Roma
2020,3,16,Nessuno ,sereno ,6 °C ,13 °C ,17 °C ,Roma
2020,3,17,Nessuno ,poco nuvoloso ,7 °C ,13 °C ,17 °C ,Roma
2020,3,18,Nessuno ,poco nuvoloso ,7 °C ,14 °C ,19 °C ,Roma
2020,3,19,Nessuno ,sereno ,8 °C ,15 °C ,20 °C ,Roma
2020,3,20,Nessuno ,sereno ,7 °C ,14 °C ,18 °C ,Roma
2020,3,21,Nessuno ,sereno ,9 °C ,14 °C ,17 °C ,Roma
2020,3,22,Pioggia  ,poco nuvoloso ,8 °C ,15 °C ,19 °C ,Roma
2020,3,23,Nessuno ,poco nuvoloso ,5 °C ,9 °C ,13 °C ,Roma
2020,3,24,Nessuno ,poco nuvoloso ,1 °C ,6 °C ,10 °C ,Roma
2020,3,25,Pioggia  ,pioggia e schiarite ,0 °C ,8 °C ,13 °C ,Roma
2020,3,26,Pioggia  ,pioggia e schiarite ,5 °C ,9 °C ,11 °C ,Roma
2020,3,27,Pioggia  ,poco nuvoloso ,8 °C ,12 °C ,15 °C ,Roma
2020,3,28,Pioggia  ,pioggia e schiarite ,9 °C ,12 °C ,15 °C ,Roma
2020,3,29,Nessuno ,poco nuvoloso ,9 °C ,14 °C ,17 °C ,Roma
2020,3,30,Nessuno ,poco nuvoloso ,9 °C ,14 °C ,18 °C ,Roma
2020,3,31,Nessuno ,poco nuvoloso ,6 °C ,11 °C ,17 °C ,Roma
2020,4,1,Nessuno ,sereno ,4 °C ,8 °C ,13 °C ,Roma
2020,4,2,Nessuno ,poco nuvoloso ,2 °C ,10 °C ,13 °C ,Roma
2020,4,3,Nessuno ,poco nuvoloso ,3 °C ,12 °C ,17 °C ,Roma
2020,4,4,Nessuno ,sereno ,4 °C ,13 °C ,21 °C ,Roma
2020,4,5,Nessuno ,sereno ,6 °C ,14 °C ,21 °C ,Roma
2020,4,6,Nessuno ,sereno ,8 °C ,15 °C ,20 °C ,Roma
2020,4,7,Nessuno ,sereno ,8 °C ,16 °C ,20 °C ,Roma
2020,4,8,Nessuno ,poco nuvoloso ,8 °C ,16 °C ,20 °C ,Roma
2020,4,9,Nessuno ,poco nuvoloso ,9 °C ,16 °C ,20 °C ,Roma
2020,4,10,Nessuno ,sereno ,9 °C ,17 °C ,21 °C ,Roma
2020,4,11,Nessuno ,sereno ,8 °C ,16 °C ,23 °C ,Roma
2020,4,12,Nessuno ,sereno ,9 °C ,17 °C ,22 °C ,Roma
2020,4,13,Nebbia  ,nebbia al mattino ,10 °C ,17 °C ,21 °C ,Roma
2020,4,14,Pioggia  ,pioggia e schiarite ,11 °C ,13 °C ,16 °C ,Roma
2020,4,15,Nessuno ,sereno ,6 °C ,12 °C ,18 °C ,Roma
2020,4,16,Nessuno ,poco nuvoloso ,7 °C ,15 °C ,19 °C ,Roma
2020,4,17,Nessuno ,poco nuvoloso ,9 °C ,17 °C ,21 °C ,Roma
2020,4,18,Nebbia  ,nebbia al mattino ,12 °C ,16 °C ,21 °C ,Roma
2020,4,19,Nessuno ,poco nuvoloso ,14 °C ,17 °C ,22 °C ,Roma
2020,4,20,Pioggia  ,pioggia e schiarite ,14 °C ,17 °C ,19 °C ,Roma
2020,4,21,Pioggia - Nebbia  ,poco nuvoloso ,15 °C ,17 °C ,20 °C ,Roma
2020,4,22,Pioggia  ,pioggia e schiarite ,12 °C ,14 °C ,16 °C ,Roma
2020,4,23,Pioggia  ,poco nuvoloso ,12 °C ,16 °C ,19 °C ,Roma
2020,4,24,Nessuno ,poco nuvoloso ,10 °C ,17 °C ,21 °C ,Roma
2020,4,25,Nessuno ,poco nuvoloso ,10 °C ,17 °C ,21 °C ,Roma
2020,4,26,Nessuno ,poco nuvoloso ,10 °C ,17 °C ,21 °C ,Roma
2020,4,27,Nessuno ,poco nuvoloso ,9 °C ,16 °C ,21 °C ,Roma
2020,4,28,Pioggia  ,poco nuvoloso ,13 °C ,17 °C ,21 °C ,Roma
2020,4,29,Pioggia  ,poco nuvoloso ,14 °C ,17 °C ,20 °C ,Roma
2020,4,30,Nessuno ,poco nuvoloso ,11 °C ,18 °C ,21 °C ,Roma
2020,5,1,Nessuno ,poco nuvoloso ,16 °C ,19 °C ,21 °C ,Roma
2020,5,2,Nessuno ,poco nuvoloso ,16 °C ,19 °C ,24 °C ,Roma
2020,5,3,Nessuno ,poco nuvoloso ,14 °C ,21 °C ,25 °C ,Roma
2020,5,4,Nessuno ,sereno ,13 °C ,19 °C ,23 °C ,Roma
2020,5,5,Nessuno ,sereno ,14 °C ,20 °C ,23 °C ,Roma
2020,5,6,Nessuno ,poco nuvoloso ,15 °C ,21 °C ,24 °C ,Roma
2020,5,7,Nessuno ,sereno ,14 °C ,19 °C ,26 °C ,Roma
2020,5,8,Nessuno ,sereno ,13 °C ,20 °C ,24 °C ,Roma
2020,5,9,Nessuno ,poco nuvoloso ,13 °C ,20 °C ,25 °C ,Roma
2020,5,10,Nessuno ,poco nuvoloso ,15 °C ,21 °C ,26 °C ,Roma
2020,5,11,Pioggia - Temporale  ,poco nuvoloso ,14 °C ,19 °C ,24 °C ,Roma
2020,5,12,Nessuno ,poco nuvoloso ,17 °C ,20 °C ,24 °C ,Roma
2020,5,13,Nessuno ,sereno ,16 °C ,23 °C ,28 °C ,Roma
2020,5,14,Nessuno ,sereno ,19 °C ,24 °C ,28 °C ,Roma
2020,5,15,Nessuno ,poco nuvoloso ,18 °C ,21 °C ,24 °C ,Roma
2020,5,16,Nessuno ,nubi sparse ,19 °C ,25 °C ,32 °C ,Roma
2020,5,17,Nessuno ,poco nuvoloso ,20 °C ,25 °C ,27 °C ,Roma
2020,5,18,Nessuno ,poco nuvoloso ,19 °C ,25 °C ,29 °C ,Roma
2020,5,19,Nessuno ,poco nuvoloso ,18 °C ,21 °C ,24 °C ,Roma
2020,5,20,Pioggia - Temporale  ,poco nuvoloso ,15 °C ,19 °C ,25 °C ,Roma
2020,5,21,Nessuno ,poco nuvoloso ,16 °C ,23 °C ,27 °C ,Roma
2020,5,22,Nessuno ,sereno ,15 °C ,23 °C ,29 °C ,Roma
2020,5,23,Nessuno ,sereno ,17 °C ,24 °C ,28 °C ,Roma
2020,5,24,Nessuno ,sereno ,17 °C ,22 °C ,27 °C ,Roma
2020,5,25,Nessuno ,poco nuvoloso ,16 °C ,22 °C ,26 °C ,Roma
2020,5,26,Nessuno ,poco nuvoloso ,13 °C ,21 °C ,26 °C ,Roma
2020,5,27,Nessuno ,poco nuvoloso ,12 °C ,19 °C ,25 °C ,Roma
2020,5,28,Nessuno ,poco nuvoloso ,12 °C ,19 °C ,25 °C ,Roma
2020,5,29,Pioggia - Temporale  ,pioggia e schiarite ,13 °C ,17 °C ,22 °C ,Roma
2020,5,30,Nessuno ,poco nuvoloso ,11 °C ,16 °C ,20 °C ,Roma
2020,5,31,Nessuno ,poco nuvoloso ,11 °C ,18 °C ,24 °C ,Roma
2020,6,1,Nessuno ,poco nuvoloso ,14 °C ,20 °C ,24 °C ,Roma
2020,6,2,Nessuno ,poco nuvoloso ,15 °C ,20 °C ,25 °C ,Roma
2020,6,3,Pioggia  ,poco nuvoloso ,15 °C ,21 °C ,26 °C ,Roma
2020,6,4,Pioggia  ,poco nuvoloso ,18 °C ,21 °C ,25 °C ,Roma
2020,6,5,Pioggia - Temporale  ,pioggia e schiarite ,17 °C ,20 °C ,22 °C ,Roma
2020,6,6,Nessuno ,sereno ,14 °C ,20 °C ,27 °C ,Roma
2020,6,7,Nessuno ,poco nuvoloso ,16 °C ,21 °C ,26 °C ,Roma
2020,6,8,Pioggia  ,poco nuvoloso ,19 °C ,21 °C ,24 °C ,Roma
2020,6,9,Nessuno ,poco nuvoloso ,18 °C ,20 °C ,23 °C ,Roma
2020,6,10,Pioggia - Temporale  ,temporale e schiarite ,16 °C ,19 °C ,22 °C ,Roma
2020,6,11,Pioggia  ,pioggia e schiarite ,15 °C ,17 °C ,20 °C ,Roma
2020,6,12,Nessuno ,poco nuvoloso ,12 °C ,19 °C ,26 °C ,Roma
2020,6,13,Nessuno ,poco nuvoloso ,15 °C ,20 °C ,28 °C ,Roma
2020,6,14,Nessuno ,poco nuvoloso ,19 °C ,21 °C ,23 °C ,Roma
2020,6,15,Nessuno ,poco nuvoloso ,18 °C ,23 °C ,26 °C ,Roma
2020,6,16,Nessuno ,poco nuvoloso ,16 °C ,21 °C ,26 °C ,Roma
2020,6,17,Nessuno ,poco nuvoloso ,18 °C ,21 °C ,24 °C ,Roma
2020,6,18,Nessuno ,poco nuvoloso ,17 °C ,21 °C ,25 °C ,Roma
2020,6,19,Nessuno ,poco nuvoloso ,16 °C ,21 °C ,26 °C ,Roma
2020,6,20,Nessuno ,poco nuvoloso ,15 °C ,22 °C ,29 °C ,Roma
2020,6,21,Pioggia - Temporale  ,poco nuvoloso ,16 °C ,22 °C ,28 °C ,Roma
2020,6,22,Nessuno ,poco nuvoloso ,17 °C ,24 °C ,30 °C ,Roma
2020,6,23,Nessuno ,poco nuvoloso ,20 °C ,27 °C ,33 °C ,Roma
2020,6,24,Nessuno ,poco nuvoloso ,19 °C ,25 °C ,31 °C ,Roma
2020,6,25,Nessuno ,poco nuvoloso ,19 °C ,25 °C ,30 °C ,Roma
2020,6,26,Nessuno ,sole e caldo ,20 °C ,25 °C ,30 °C ,Roma
2020,6,27,Nessuno ,poco nuvoloso ,18 °C ,26 °C ,33 °C ,Roma
2020,6,28,Nessuno ,sole e caldo ,19 °C ,26 °C ,33 °C ,Roma
2020,6,29,Nessuno ,sole e caldo ,21 °C ,26 °C ,30 °C ,Roma
2020,6,30,Nessuno ,sereno ,22 °C ,26 °C ,30 °C ,Roma
2020,7,1,Nessuno ,sole e caldo ,21 °C ,27 °C ,32 °C ,Roma
2020,7,2,Nessuno ,sole e caldo ,22 °C ,27 °C ,32 °C ,Roma
